Platform,Segment,Type,Keyword,Country,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date,Branded,Local,Navigational,Informational,Commercial,Transactional
Paloalto,Commercial + Branded,Loss,palo alto 5220,US,"People also ask, Thumbnail, Video preview",80,0,2.1,37,20,-18,0,1,2,-1,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,2025-01-22 23:03:31,2025-07-14 0:41:44,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Branded,Loss,palo alto distributors,US,"AI Overview, Thumbnail, People also ask, Sitelinks",100,1,1.89,46,29,-17,0,1,2,-1,,https://www.paloaltonetworks.com/company/how-to-buy,,https://www.paloaltonetworks.com/northstarRedesignedTopNav/menu/partners,2025-01-15 15:19:25,2025-06-30 6:04:36,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Branded,Loss,firewall palo alto,US,"Sitelinks, People also ask, Video preview, Top stories, Thumbnail",80,24,3.19,57,40,-17,0,1,1,,,https://www.paloaltonetworks.com/network-security/next-generation-firewall,,https://www.paloaltonetworks.com/network-security/next-generation-firewall,2025-01-25 9:58:31,2025-07-13 18:37:03,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Branded,Loss,palo alto hardware,US,"Local pack, Sitelinks, People also ask, Video preview",70,2,1.08,51,35,-16,0,2,2,,,https://www.paloaltonetworks.com/network-security/next-generation-firewall-hardware,,https://www.paloaltonetworks.com/network-security/next-generation-firewall-hardware,2025-01-14 15:24:46,2025-06-27 23:12:14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Branded,Loss,next generation firewall palo alto,US,"Sitelinks, People also ask, Video preview",90,0,2.04,57,41,-15,0,1,1,,,https://www.paloaltonetworks.com/network-security/next-generation-firewall,,https://www.paloaltonetworks.com/network-security/next-generation-firewall,2025-01-16 14:00:34,2025-07-11 12:41:28,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Branded,Loss,palo alto 440,US,"Shopping Ads, Thumbnail, Knowledge panel, People also ask, Sitelinks, Video preview, Knowledge card",250,0,2,97,84,-13,0,1,1,,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,2025-01-09 8:18:50,2025-07-20 3:52:19,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Branded,Loss,palo alto 1420,US,"Thumbnail, Knowledge panel, Video preview, Knowledge card",100,0,2,61,48,-12,0,1,1,,,https://www.paloaltonetworks.com/resources/datasheets/pa-1400-series,,https://www.paloaltonetworks.com/resources/datasheets/pa-1400-series,2025-01-12 4:29:18,2025-07-22 22:37:38,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,data security solutions,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums",3000,30,2.15,10,365,355,0,19,3,16,,https://www.paloaltonetworks.com/prisma/cloud/cloud-data-security,People also ask,https://www.paloaltonetworks.com/cyberpedia/what-is-data-security,2025-01-28 21:42:35,2025-07-28 5:43:40,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,managed sd-wan services,US,"AI Overview, Thumbnail, People also ask, Sitelinks",400,4,6.34,46,144,97,0,3,1,2,,https://www.paloaltonetworks.com/cyberpedia/what-is-managed-sdwan,AI Overview,https://www.paloaltonetworks.com/cyberpedia/what-is-managed-sdwan,2025-01-07 1:40:39,2025-07-14 15:06:00,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,managed service sd wan,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories, Videos",300,7,,34,105,71,0,3,1,2,,https://www.paloaltonetworks.com/cyberpedia/what-is-managed-sdwan,AI Overview,https://www.paloaltonetworks.com/cyberpedia/what-is-managed-sdwan,2025-01-09 10:41:46,2025-07-16 17:34:28,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,pa-200,US,"People also ask, Knowledge panel, Sitelinks, Discussions and forums, Video preview, Knowledge card",100,0,2,0,58,58,0,6,1,5,,https://media.paloaltonetworks.com/documents/PA200_Specsheet.pdf,,https://media.paloaltonetworks.com/documents/PA200_Specsheet.pdf,2025-01-23 20:26:46,2025-07-11 5:24:31,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,cyber security companies near me,US,"Local pack, Sitelinks, Video preview",1000,93,0.88,0,54,54,0,39,7,32,,https://www.paloaltonetworks.com/,,https://www.paloaltonetworks.com/,2025-01-24 6:27:52,2025-07-23 10:43:02,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,sd wan pricing,US,"AI Overview, Thumbnail, People also ask, Sitelinks",200,0,0.45,25,76,52,0,3,1,2,,https://www.paloaltonetworks.com/cyberpedia/how-much-does-sdwan-cost,AI Overview,https://www.paloaltonetworks.com/cyberpedia/how-much-does-sdwan-cost,2025-01-07 3:59:56,2025-07-12 7:53:26,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,managed services for detection and response,US,"Top ads, Paid sitelinks, People also ask, Bottom ads",200,17,,18,69,50,0,4,1,3,,https://www.paloaltonetworks.com/cyberpedia/what-is-managed-detection-and-response,,https://www.paloaltonetworks.com/cyberpedia/what-is-managed-detection-and-response,2025-01-20 10:00:42,2025-07-10 11:49:42,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,hardware firewalls,US,"People also ask, Sitelinks, Top stories, Video preview",600,8,0.16,28,72,44,0,6,3,3,,https://www.paloaltonetworks.com/cyberpedia/what-is-a-hardware-firewall,,https://www.paloaltonetworks.com/cyberpedia/what-is-a-hardware-firewall,2025-01-12 15:41:54,2025-07-25 6:05:42,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,cybersecurity risk assessment services,US,"AI Overview, Thumbnail, Top ads, Paid sitelinks, People also ask, Sitelinks",100,4,9.27,2,42,40,0,12,2,10,,https://www.paloaltonetworks.com/unit42/assess/cyber-risk-assessment,,https://www.paloaltonetworks.com/unit42/assess/cyber-risk-assessment,2025-01-13 20:06:01,2025-06-26 10:55:13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Gain,business sdwan,US,"People also ask, Sitelinks, Video preview",150,25,,13,50,37,0,4,1,3,,https://www.paloaltonetworks.com/cyberpedia/what-is-sd-wan,,https://www.paloaltonetworks.com/cyberpedia/what-is-sd-wan,2025-01-28 11:15:00,2025-07-04 10:07:00,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,cyber security services,US,,9100,90,0.48,393,,-393,,9,,Lost,,https://www.paloaltonetworks.com/,,,2025-01-29 19:25:58,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,cyber security solutions,US,,12000,47,1.37,311,,-311,,10,,Lost,,https://www.paloaltonetworks.com/,,,2025-01-28 12:28:41,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,virtual ciso services,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",800,8,15.36,297,96,-201,0,1,4,-3,,https://www.paloaltonetworks.com/unit42/transform/vciso,,https://www.paloaltonetworks.com/unit42/transform/vciso,2025-01-08 23:40:43,2025-07-20 0:30:09,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,pa-460,US,"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview, Knowledge card",200,0,2,202,10,-192,0,1,2,-1,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,2025-01-25 7:34:01,2025-07-11 22:50:30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,pan-pa-440,US,"People also ask, Knowledge panel, Sitelinks, Video preview",150,0,2.85,161,8,-153,0,1,2,-1,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,2025-01-23 12:48:19,2025-07-08 10:07:00,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,pa-5220,US,"Shopping, Thumbnail, People also ask, Video preview",150,0,2,146,8,-139,0,1,2,-1,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,2025-01-10 6:41:49,2025-07-07 10:14:27,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Commercial + Non branded,Loss,sd wan solutions,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Top stories",1600,45,0.67,188,53,-135,0,1,10,-9,AI Overview,https://www.paloaltonetworks.com/sase/sd-wan,,https://www.paloaltonetworks.com/cyberpedia/what-is-sd-wan,2025-01-26 9:05:12,2025-07-15 0:09:22,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,network security software,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",2400,94,0.29,159,53,-107,0,6,11,-5,,https://www.paloaltonetworks.com/,,https://www.paloaltonetworks.com/,2025-01-27 4:47:37,2025-07-26 7:56:27,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,potato vpn,US,"Sitelinks, People also ask, Video preview",2200,0,0.8,105,0,-105,0,7,34,-27,,https://live.paloaltonetworks.com/t5/general-topics/i-want-to-block-potatovpn-threat-id-86751/td-p/558421,,https://live.paloaltonetworks.com/t5/general-topics/i-want-to-block-potatovpn-threat-id-86751/td-p/558421,2025-01-26 20:32:59,2025-07-27 21:07:42,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Commercial + Non branded,Loss,pa-5450,US,"Top ads, Knowledge panel, Sitelinks, Discussions and forums, People also ask, Bottom ads, Paid sitelinks, Knowledge card",100,0,,106,5,-101,0,1,2,-1,,https://www.paloaltonetworks.com/resources/datasheets/pa-5450-series,,https://www.paloaltonetworks.com/resources/datasheets/pa-5450-series,2025-01-13 11:36:59,2025-06-29 1:31:36,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Paloalto,Transactional + Branded,Gain,title loans palo alto,US,"Local pack, People also ask",40,0,,0,0,0,0,29,20,9,,https://www.paloaltonetworks.com/customers/cash-time-loan-centers,,https://www.paloaltonetworks.com/customers/cash-time-loan-centers,2025-01-15 8:04:08,2025-06-29 19:04:36,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Gain,palo alto vpn download,US,"Sitelinks, Discussions and forums, People also ask, Video preview",10,0,1.48,7,7,0,0,1,1,,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-15 16:43:07,2025-06-29 23:13:04,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Branded,Gain,running store palo alto,US,"Sitelinks, People also ask, Video preview",30,0,,0,0,0,0,37,29,8,,https://apps.paloaltonetworks.com/,,https://apps.paloaltonetworks.com/,2025-01-21 3:02:34,2025-07-03 21:06:44,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Gain,palo ready,US,"People also ask, Sitelinks, Video preview",150,0,0.48,,0,0,0,,41,New,,,,https://www.paloaltonetworks.com/services/education/certification,,2025-07-28 16:34:55,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Gain,where to buy authentic palo santo,US,"AI Overview, Thumbnail, Local teaser, People also ask, Sitelinks, Shopping",30,0,0.75,0,0,0,0,38,37,1,,https://jobs.paloaltonetworks.com/en,,https://jobs.paloaltonetworks.com/en,2025-01-13 15:47:00,2025-07-28 17:00:42,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Gain,palo alto networks buy or sell,US,"People also ask, Video preview, Sitelinks",10,17,,0,0,0,0,48,35,13,,https://www.paloaltonetworks.com/,,https://www.paloaltonetworks.com/company/press/2025/palo-alto-networks-completes-acquisition-of-protect-ai,2025-01-16 9:01:10,2025-07-23 15:18:49,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Paloalto,Transactional + Branded,Gain,palo phone case,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview",10,2,0.62,0,0,0,0,41,36,5,,https://www.paloaltonetworks.com/,,https://support.paloaltonetworks.com/Support/Index,2025-01-12 16:04:43,2025-07-01 8:02:07,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Gain,used cars palo alto,US,"Local teaser, Thumbnail, Sitelinks, Video preview",60,1,0.54,0,0,0,0,66,46,20,,https://docs.paloaltonetworks.com/globalprotect,,https://docs.paloaltonetworks.com/globalprotect,2025-01-13 15:23:51,2025-07-28 23:49:29,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Gain,palo santo kopen,US,"Shopping, Thumbnail, People also ask, Sitelinks",20,0,,,0,0,0,,54,New,,,,https://www.paloaltonetworks.com/sase/globalprotect,,2025-06-21 5:24:52,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Gain,real palo santo,US,"People also ask, Shopping, Thumbnail, Sitelinks",30,0,0.94,,0,0,0,,65,New,,,,https://www.paloaltonetworks.com/,,2025-07-22 17:35:13,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Loss,palo alto globalprotect download,US,"Sitelinks, Video preview",200,9,2.06,122,93,-29,0,1,1,,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-15 8:53:50,2025-07-22 22:03:12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Branded,Loss,palo alto remote jobs,US,"People also ask, Discussions and forums, Sitelinks",20,0,,6,0,-6,0,3,41,-38,,https://jobs.paloaltonetworks.com/en/location/remote-jobs/47263/6252001-5744337-5747996/4,,https://www.paloaltonetworks.com/,2025-01-21 17:00:12,2025-06-29 13:07:56,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Paloalto,Transactional + Branded,Loss,buy palo alto firewall,US,"Sitelinks, Shopping, Thumbnail, Video preview",20,4,2.8,6,3,-4,0,1,2,-1,,https://www.paloaltonetworks.com/company/how-to-buy,,https://www.paloaltonetworks.com/company/how-to-buy,2025-01-15 15:30:30,2025-06-30 12:32:30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Paloalto,Transactional + Branded,Loss,palo alto sfp,US,"People also ask, Shopping, Thumbnail, Sitelinks, Video preview",40,0,1.6,19,16,-3,0,1,1,,,https://www.paloaltonetworks.com/resources/datasheets/key-specs-for-paloalto-interface-transceivers,,https://www.paloaltonetworks.com/resources/datasheets/key-specs-for-paloalto-interface-transceivers,2025-01-24 6:53:51,2025-07-19 5:14:02,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Loss,mastering palo alto networks 2nd edition epub,US,"Sitelinks, Video preview",80,0,,3,2,-2,0,8,12,-4,,https://www.paloaltonetworks.com/resources/ebooks,,https://www.paloaltonetworks.com/resources/ebooks,2025-01-24 3:55:48,2025-07-11 11:57:50,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Paloalto,Transactional + Branded,Loss,palo alto globalprotect vpn download,US,"Sitelinks, People also ask",10,1,1.1,4,3,-1,0,1,1,,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-24 13:16:49,2025-07-11 2:34:58,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Branded,Loss,mastering palo alto networks 2nd edition book,US,"Video preview, Sitelinks, Knowledge panel",80,0,,1,0,-1,0,12,19,-7,,https://live.paloaltonetworks.com/t5/general-topics/book-for-palo-alto/td-p/353730,,https://live.paloaltonetworks.com/t5/general-topics/book-for-palo-alto/td-p/353730,2025-01-12 13:37:38,2025-07-14 20:34:08,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Loss,mastering palo alto networks 2nd edition,US,"Shopping, Thumbnail, Sitelinks, Video preview",80,0,,1,0,-1,0,13,22,-9,,https://live.paloaltonetworks.com/t5/general-topics/book-for-palo-alto/td-p/353730,,https://live.paloaltonetworks.com/t5/general-topics/book-for-palo-alto/td-p/353730,2025-01-09 21:13:23,2025-07-23 17:43:33,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Loss,palo alto wildfire subscription,US,"Top ads, People also ask, Sitelinks, Video preview, Bottom ads",10,0,,4,3,-1,0,1,1,,,https://docs.paloaltonetworks.com/advanced-wildfire/administration/advanced-wildfire-overview/advanced-wildfire-subscription,,https://docs.paloaltonetworks.com/advanced-wildfire/administration/advanced-wildfire-overview/advanced-wildfire-subscription,2025-01-26 15:57:42,2025-07-19 16:27:04,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Branded,Loss,download palo alto globalprotect,US,"Sitelinks, Discussions and forums, People also ask, Video preview",10,3,1.49,5,4,-1,0,1,1,,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-13 7:22:31,2025-07-26 21:51:48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,tiktok sign up,US,"Sitelinks, Video preview",21000,48,0.42,,370,370,0,,12,New,,,,https://live.paloaltonetworks.com/t5/panorama-discussions/tiktok-sign-up-page/td-p/463001,,2025-07-26 20:18:23,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,global protect vpn download,US,"People also ask, Sitelinks, Video preview",500,10,2.72,183,230,47,0,1,1,,,https://docs.paloaltonetworks.com/globalprotect/5-1/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/5-1/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-27 5:41:25,2025-07-25 0:12:56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,tiktok signup,US,"Sitelinks, Video preview",1500,47,0.57,,23,23,0,,12,New,,,,https://live.paloaltonetworks.com/t5/panorama-discussions/tiktok-sign-up-page/td-p/463001,,2025-07-26 17:47:20,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,download global vpn client,US,"Sitelinks, People also ask, Discussions and forums, Video preview",80,8,,0,10,9,0,22,3,19,,https://docs.paloaltonetworks.com/globalprotect/6-0/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/5-1/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-24 2:39:19,2025-07-08 22:51:04,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,tunnel vpn,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Top stories, Knowledge panel",1200,72,0.3,28,35,7,0,9,1,8,,https://www.paloaltonetworks.com/cyberpedia/what-is-a-vpn-tunnel,AI Overview,https://www.paloaltonetworks.com/cyberpedia/what-is-a-vpn-tunnel,2025-01-25 4:06:12,2025-07-25 13:18:34,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Non branded,Gain,global vpn client download,US,"Sitelinks, People also ask, Video preview",150,9,0.04,0,6,6,0,37,9,28,,https://docs.paloaltonetworks.com/globalprotect/5-1/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/5-1/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-21 15:37:22,2025-07-16 22:40:20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,global vpn download,US,"Sitelinks, People also ask, Video preview",100,7,1.89,3,8,5,0,9,5,4,,https://docs.paloaltonetworks.com/globalprotect/5-1/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,,https://docs.paloaltonetworks.com/globalprotect/5-1/globalprotect-app-user-guide/globalprotect-app-for-windows/download-and-install-the-globalprotect-app-for-windows,2025-01-13 0:02:48,2025-07-27 17:58:40,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,pa-440 rack mount,US,"Shopping, Thumbnail, Video preview, Sitelinks",10,0,1.4,2,6,4,0,3,1,2,,https://docs.paloaltonetworks.com/hardware/pa-400-hardware-reference/install-the-pa-400-firewall/install-the-pa-400-firewall-in-an-equipment-rack/install-the-pa-400-firewall-using-the-pan-pa-400-racktray,,https://docs.paloaltonetworks.com/hardware/pa-400-hardware-reference/install-the-pa-400-firewall/install-the-pa-400-firewall-in-an-equipment-rack/install-the-pa-400-firewall-using-the-pan-pa-400-racktray,2025-01-15 15:12:23,2025-07-01 7:46:54,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Non branded,Gain,tiktok sign,US,"Sitelinks, Video preview",800,47,0.19,,3,3,0,,18,New,,,,https://live.paloaltonetworks.com/t5/panorama-discussions/tiktok-sign-up-page/td-p/463001,,2025-07-25 17:50:06,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Paloalto,Transactional + Non branded,Gain,cyber security job near me,US,"Sitelinks, People also ask, Video preview",100,2,0,,3,3,0,,10,New,,,,https://jobs.paloaltonetworks.com/en,,2025-06-12 15:42:51,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Paloalto,Transactional + Non branded,Loss,pa-5220,US,"Shopping, Thumbnail, People also ask, Video preview",150,0,2,146,8,-139,0,1,2,-1,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,2025-01-10 6:41:49,2025-07-07 10:14:27,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Non branded,Loss,pa 5220,US,"Shopping, Thumbnail, People also ask, Video preview",50,0,1.2,25,14,-11,0,1,2,-1,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,,https://www.paloaltonetworks.com/resources/datasheets/pa-5200-series-specsheet,2025-01-26 0:13:43,2025-07-12 18:44:38,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Non branded,Loss,buy concerta online,US,,150,52,2.99,10,,-10,,6,,Lost,,https://live.paloaltonetworks.com/t5/general-topics/watsap-1-3608184263-concerta-for-sale-buy-concerta-for-adhd/td-p/616008,,,2025-01-28 17:00:25,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Paloalto,Transactional + Non branded,Loss,pa 440,US,"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview, Knowledge card",150,0,2,50,41,-9,0,1,1,,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,,https://www.paloaltonetworks.com/resources/datasheets/pa-400-series,2025-01-24 0:54:10,2025-07-04 11:05:22,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Non branded,Loss,networking jobs near me,US,"People also ask, Sitelinks, Video preview",350,34,0.28,7,0,-7,0,9,61,-52,,https://jobs.paloaltonetworks.com/,,https://www.paloaltonetworks.com/,2025-01-09 18:30:11,2025-07-25 3:47:57,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Paloalto,Transactional + Non branded,Loss,pan-pa-1ru-rack4,US,"Thumbnail, Shopping, Sitelinks, Video preview",10,0,,6,0,-6,0,1,2,-1,,https://docs.paloaltonetworks.com/hardware/pa-800-hardware-reference/install-the-pa-800-series-firewall/install-the-pa-800-series-firewall-in-a-four-post-19-inch-equipment-rack,,https://docs.paloaltonetworks.com/hardware/pa-800-hardware-reference/install-the-pa-800-series-firewall/install-the-pa-800-series-firewall-in-a-four-post-19-inch-equipment-rack,2025-01-14 2:17:41,2025-06-27 23:41:48,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Paloalto,Transactional + Non branded,Loss,junior data scientist jobs,US,,350,0,0.87,5,,-5,,11,,Lost,,https://jobs.paloaltonetworks.com/,,,2025-01-06 15:53:10,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Paloalto,Transactional + Non branded,Loss,entry level cyber security jobs near me,US,,400,50,0.96,5,,-5,,13,,Lost,,https://jobs.paloaltonetworks.com/en,,,2025-01-22 4:35:15,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Paloalto,Transactional + Non branded,Loss,network jobs near me,US,,250,50,0.28,3,,-3,,12,,Lost,,https://jobs.paloaltonetworks.com/en,,,2025-01-29 15:03:07,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Paloalto,Transactional + Non branded,Loss,msp accounts,US,,60,6,,3,,-3,,6,,Lost,,https://docs.paloaltonetworks.com/prisma/prisma-sd-wan/prisma-sd-wan-admin/prisma-sd-wan-device-and-tenant-management/msp-account-roles-and-permissions,,,2025-01-29 20:01:56,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Crowdstrike,Informational + Branded,Gain,crowdstrike,US,"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",360000,69,6.88,222205,249554,27349,0,1,1,,,https://www.crowdstrike.com/en-us/,,https://www.crowdstrike.com/en-us/,2025-01-29 11:13:40,2025-07-21 13:33:14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Crowdstrike,Informational + Branded,Gain,crowdstrike stock,US,"Top stories, Thumbnail, Knowledge panel, Sitelinks, People also ask, Video preview",290000,32,0.71,6246,10309,4063,0,7,4,3,,https://ir.crowdstrike.com/stock-information/stock-quote-chart,,https://ir.crowdstrike.com/stock-information/stock-quote-chart,2025-01-29 15:02:11,2025-07-29 8:00:58,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
